"","campaignid","sample","Macroalgae","Turf.algae","Stony.corals","Unconsolidated","Seagrasses","Sponges","Consolidated","Other","NetName","ResName","ResArea","ZoneName","ZoneIUCN","NatLegend","Area_KM2","GAZ_DATE","LATEST_GAZ","coords.x1","coords.x2"
"491","r20150527_055625_wa-gb-auv-05","PR_20150527_061501_427_AC16",0,0,0,0,100,0,0,0,"South-west","Geographe",976.656117,"National Park Zone","II","National Park Zone (IUCN II)",15.2725206762,"1899/12/30","1899/12/30",115.3762322,-33.5502237
"492","r20150527_055625_wa-gb-auv-05","PR_20150527_061511_932_AC16",0,0,0,20,80,0,0,0,"South-west","Geographe",976.656117,"National Park Zone","II","National Park Zone (IUCN II)",15.2725206762,"1899/12/30","1899/12/30",115.3763365,-33.5501914
"493","r20150527_055625_wa-gb-auv-05","PR_20150527_061522_435_AC16",20,0,0,20,60,0,0,0,"South-west","Geographe",976.656117,"National Park Zone","II","National Park Zone (IUCN II)",15.2725206762,"1899/12/30","1899/12/30",115.3763919,-33.5502442
"494","r20150527_055625_wa-gb-auv-05","PR_20150527_061532_939_AC16",16,4,0,24,44,0,12,0,"South-west","Geographe",976.656117,"National Park Zone","II","National Park Zone (IUCN II)",15.2725206762,"1899/12/30","1899/12/30",115.376434,-33.5503376
"495","r20150527_055625_wa-gb-auv-05","PR_20150527_061543_443_AC16",12,0,0,8,72,0,8,0,"South-west","Geographe",976.656117,"National Park Zone","II","National Park Zone (IUCN II)",15.2725206762,"1899/12/30","1899/12/30",115.3764935,-33.5504313
"496","r20150527_055625_wa-gb-auv-05","PR_20150527_061553_946_AC16",32,12,0,8,40,0,8,0,"South-west","Geographe",976.656117,"National Park Zone","II","National Park Zone (IUCN II)",15.2725206762,"1899/12/30","1899/12/30",115.3765512,-33.5505173
"497","r20150527_055625_wa-gb-auv-05","PR_20150527_061604_449_AC16",40,0,0,32,16,0,0,12,"South-west","Geographe",976.656117,"National Park Zone","II","National Park Zone (IUCN II)",15.2725206762,"1899/12/30","1899/12/30",115.3766024,-33.5506093
"498","r20150527_055625_wa-gb-auv-05","PR_20150527_061614_953_AC16",4,0,0,4,92,0,0,0,"South-west","Geographe",976.656117,"National Park Zone","II","National Park Zone (IUCN II)",15.2725206762,"1899/12/30","1899/12/30",115.3766561,-33.5507006
"499","r20150527_055625_wa-gb-auv-05","PR_20150527_061625_456_AC16",8,0,0,32,56,0,4,0,"South-west","Geographe",976.656117,"National Park Zone","II","National Park Zone (IUCN II)",15.2725206762,"1899/12/30","1899/12/30",115.3767129,-33.5507922
"500","r20150527_055625_wa-gb-auv-05","PR_20150527_061635_959_AC16",0,0,0,48,48,0,4,0,"South-west","Geographe",976.656117,"National Park Zone","II","National Park Zone (IUCN II)",15.2725206762,"1899/12/30","1899/12/30",115.3767683,-33.5508803
"501","r20150527_055625_wa-gb-auv-05","PR_20150527_061646_462_AC16",12,0,0,28,56,0,4,0,"South-west","Geographe",976.656117,"National Park Zone","II","National Park Zone (IUCN II)",15.2725206762,"1899/12/30","1899/12/30",115.3768219,-33.5509678
"502","r20150527_055625_wa-gb-auv-05","PR_20150527_061656_965_AC16",12,0,0,32,56,0,0,0,"South-west","Geographe",976.656117,"National Park Zone","II","National Park Zone (IUCN II)",15.2725206762,"1899/12/30","1899/12/30",115.3768761,-33.5510568
"503","r20150527_055625_wa-gb-auv-05","PR_20150527_061707_467_AC16",20,0,0,64,12,0,0,4,"South-west","Geographe",976.656117,"National Park Zone","II","National Park Zone (IUCN II)",15.2725206762,"1899/12/30","1899/12/30",115.3769288,-33.551145
"504","r20150527_055625_wa-gb-auv-05","PR_20150527_061717_969_AC16",16,0,0,24,60,0,0,0,"South-west","Geographe",976.656117,"National Park Zone","II","National Park Zone (IUCN II)",15.2725206762,"1899/12/30","1899/12/30",115.3769846,-33.5512319
"505","r20150527_055625_wa-gb-auv-05","PR_20150527_061728_471_AC16",8,0,0,16,76,0,0,0,"South-west","Geographe",976.656117,"National Park Zone","II","National Park Zone (IUCN II)",15.2725206762,"1899/12/30","1899/12/30",115.3770354,-33.5513157
"506","r20150527_055625_wa-gb-auv-05","PR_20150527_061738_973_AC16",64,16,0,12,0,0,8,0,"South-west","Geographe",976.656117,"National Park Zone","II","National Park Zone (IUCN II)",15.2725206762,"1899/12/30","1899/12/30",115.3770872,-33.55141
"507","r20150527_055625_wa-gb-auv-05","PR_20150527_061749_476_AC16",48,0,0,44,0,0,8,0,"South-west","Geographe",976.656117,"National Park Zone","II","National Park Zone (IUCN II)",15.2725206762,"1899/12/30","1899/12/30",115.3771431,-33.5514964
"508","r20150527_055625_wa-gb-auv-05","PR_20150527_061759_978_AC16",8,0,0,24,68,0,0,0,"South-west","Geographe",976.656117,"National Park Zone","II","National Park Zone (IUCN II)",15.2725206762,"1899/12/30","1899/12/30",115.3771961,-33.5515802
"509","r20150527_055625_wa-gb-auv-05","PR_20150527_061810_481_AC16",4,0,0,68,20,0,8,0,"South-west","Geographe",976.656117,"National Park Zone","II","National Park Zone (IUCN II)",15.2725206762,"1899/12/30","1899/12/30",115.3772468,-33.5516695
"510","r20150527_055625_wa-gb-auv-05","PR_20150527_061820_983_AC16",4,0,0,12,84,0,0,0,"South-west","Geographe",976.656117,"National Park Zone","II","National Park Zone (IUCN II)",15.2725206762,"1899/12/30","1899/12/30",115.3773003,-33.5517571
"511","r20150527_055625_wa-gb-auv-05","PR_20150527_061831_485_AC16",32,0,0,28,40,0,0,0,"South-west","Geographe",976.656117,"National Park Zone","II","National Park Zone (IUCN II)",15.2725206762,"1899/12/30","1899/12/30",115.3773764,-33.5517774
"512","r20150527_055625_wa-gb-auv-05","PR_20150527_061841_987_AC16",8,0,0,52,40,0,0,0,"South-west","Geographe",976.656117,"National Park Zone","II","National Park Zone (IUCN II)",15.2725206762,"1899/12/30","1899/12/30",115.3774651,-33.5517209
"513","r20150527_055625_wa-gb-auv-05","PR_20150527_061852_489_AC16",0,0,0,8,92,0,0,0,"South-west","Geographe",976.656117,"National Park Zone","II","National Park Zone (IUCN II)",15.2725206762,"1899/12/30","1899/12/30",115.3775806,-33.5516798
"514","r20150527_055625_wa-gb-auv-05","PR_20150527_061902_990_AC16",24,0,0,20,56,0,0,0,"South-west","Geographe",976.656117,"National Park Zone","II","National Park Zone (IUCN II)",15.2725206762,"1899/12/30","1899/12/30",115.3776916,-33.5516391
"515","r20150527_055625_wa-gb-auv-05","PR_20150527_061913_493_AC16",0,0,0,8,80,0,0,12,"South-west","Geographe",976.656117,"National Park Zone","II","National Park Zone (IUCN II)",15.2725206762,"1899/12/30","1899/12/30",115.3777964,-33.5515968
"516","r20150527_055625_wa-gb-auv-05","PR_20150527_061923_995_AC16",4,0,0,32,64,0,0,0,"South-west","Geographe",976.656117,"National Park Zone","II","National Park Zone (IUCN II)",15.2725206762,"1899/12/30","1899/12/30",115.3779041,-33.5515569
"517","r20150527_055625_wa-gb-auv-05","PR_20150527_061934_497_AC16",56,4,0,12,20,0,8,0,"South-west","Geographe",976.656117,"National Park Zone","II","National Park Zone (IUCN II)",15.2725206762,"1899/12/30","1899/12/30",115.3780085,-33.5515181
"518","r20150527_055625_wa-gb-auv-05","PR_20150527_061945_000_AC16",72,12,0,8,0,0,8,0,"South-west","Geographe",976.656117,"National Park Zone","II","National Park Zone (IUCN II)",15.2725206762,"1899/12/30","1899/12/30",115.3781059,-33.5514727
"519","r20150527_055625_wa-gb-auv-05","PR_20150527_061955_503_AC16",84,0,0,0,0,0,0,16,"South-west","Geographe",976.656117,"National Park Zone","II","National Park Zone (IUCN II)",15.2725206762,"1899/12/30","1899/12/30",115.3782068,-33.5514318
"520","r20150527_055625_wa-gb-auv-05","PR_20150527_062006_005_AC16",96,0,0,0,0,0,0,4,"South-west","Geographe",976.656117,"National Park Zone","II","National Park Zone (IUCN II)",15.2725206762,"1899/12/30","1899/12/30",115.37831,-33.5513931
"521","r20150527_055625_wa-gb-auv-05","PR_20150527_062016_507_AC16",0,0,0,4,96,0,0,0,"South-west","Geographe",976.656117,"National Park Zone","II","National Park Zone (IUCN II)",15.2725206762,"1899/12/30","1899/12/30",115.3784135,-33.551352
"522","r20150527_055625_wa-gb-auv-05","PR_20150527_062027_011_AC16",12,0,0,16,72,0,0,0,"South-west","Geographe",976.656117,"National Park Zone","II","National Park Zone (IUCN II)",15.2725206762,"1899/12/30","1899/12/30",115.378518,-33.5513131
"523","r20150527_055625_wa-gb-auv-05","PR_20150527_062037_514_AC16",8,0,0,40,48,0,4,0,"South-west","Geographe",976.656117,"National Park Zone","II","National Park Zone (IUCN II)",15.2725206762,"1899/12/30","1899/12/30",115.3785744,-33.5512521
"524","r20150527_055625_wa-gb-auv-05","PR_20150527_062048_016_AC16",0,0,0,16,84,0,0,0,"South-west","Geographe",976.656117,"National Park Zone","II","National Park Zone (IUCN II)",15.2725206762,"1899/12/30","1899/12/30",115.3785141,-33.5511745
"525","r20150527_055625_wa-gb-auv-05","PR_20150527_062058_520_AC16",32,0,0,36,24,0,8,0,"South-west","Geographe",976.656117,"National Park Zone","II","National Park Zone (IUCN II)",15.2725206762,"1899/12/30","1899/12/30",115.3784637,-33.551073
"526","r20150527_055625_wa-gb-auv-05","PR_20150527_062109_523_AC16",0,0,0,28,72,0,0,0,"South-west","Geographe",976.656117,"National Park Zone","II","National Park Zone (IUCN II)",15.2725206762,"1899/12/30","1899/12/30",115.3784129,-33.5509732
"527","r20150527_055625_wa-gb-auv-05","PR_20150527_062120_024_AC16",28,12,0,4,56,0,0,0,"South-west","Geographe",976.656117,"National Park Zone","II","National Park Zone (IUCN II)",15.2725206762,"1899/12/30","1899/12/30",115.3783698,-33.5508776
"528","r20150527_055625_wa-gb-auv-05","PR_20150527_062130_525_AC16",4,0,0,20,64,0,8,4,"South-west","Geographe",976.656117,"National Park Zone","II","National Park Zone (IUCN II)",15.2725206762,"1899/12/30","1899/12/30",115.3783264,-33.5507848
"529","r20150527_055625_wa-gb-auv-05","PR_20150527_062141_027_AC16",24,12,0,20,16,0,8,20,"South-west","Geographe",976.656117,"National Park Zone","II","National Park Zone (IUCN II)",15.2725206762,"1899/12/30","1899/12/30",115.3782845,-33.5506901
"530","r20150527_055625_wa-gb-auv-05","PR_20150527_062151_529_AC16",0,0,0,0,100,0,0,0,"South-west","Geographe",976.656117,"National Park Zone","II","National Park Zone (IUCN II)",15.2725206762,"1899/12/30","1899/12/30",115.3782394,-33.5505978
"531","r20150527_055625_wa-gb-auv-05","PR_20150527_062202_030_AC16",0,4,0,12,76,0,0,8,"South-west","Geographe",976.656117,"National Park Zone","II","National Park Zone (IUCN II)",15.2725206762,"1899/12/30","1899/12/30",115.3781954,-33.5505062
"532","r20150527_055625_wa-gb-auv-05","PR_20150527_062212_533_AC16",4,4,0,28,48,0,16,0,"South-west","Geographe",976.656117,"National Park Zone","II","National Park Zone (IUCN II)",15.2725206762,"1899/12/30","1899/12/30",115.3781524,-33.5504143
"533","r20150527_055625_wa-gb-auv-05","PR_20150527_062223_035_AC16",8,0,0,16,76,0,0,0,"South-west","Geographe",976.656117,"National Park Zone","II","National Park Zone (IUCN II)",15.2725206762,"1899/12/30","1899/12/30",115.3781056,-33.5503252
"534","r20150527_055625_wa-gb-auv-05","PR_20150527_062233_537_AC16",52,8,0,36,4,0,0,0,"South-west","Geographe",976.656117,"National Park Zone","II","National Park Zone (IUCN II)",15.2725206762,"1899/12/30","1899/12/30",115.378061,-33.5502317
"535","r20150527_055625_wa-gb-auv-05","PR_20150527_062244_040_AC16",76,0,0,8,4,0,0,12,"South-west","Geographe",976.656117,"National Park Zone","II","National Park Zone (IUCN II)",15.2725206762,"1899/12/30","1899/12/30",115.378015,-33.5501355
"536","r20150527_055625_wa-gb-auv-05","PR_20150527_062254_542_AC16",0,0,0,0,100,0,0,0,"South-west","Geographe",976.656117,"National Park Zone","II","National Park Zone (IUCN II)",15.2725206762,"1899/12/30","1899/12/30",115.3779709,-33.550039
"537","r20150527_055625_wa-gb-auv-05","PR_20150527_062305_044_AC16",4,4,0,12,80,0,0,0,"South-west","Geographe",976.656117,"National Park Zone","II","National Park Zone (IUCN II)",15.2725206762,"1899/12/30","1899/12/30",115.3779276,-33.5499433
"538","r20150527_055625_wa-gb-auv-05","PR_20150527_062315_547_AC16",0,0,0,4,96,0,0,0,"South-west","Geographe",976.656117,"National Park Zone","II","National Park Zone (IUCN II)",15.2725206762,"1899/12/30","1899/12/30",115.3778819,-33.5498515
"539","r20150527_055625_wa-gb-auv-05","PR_20150527_062326_049_AC16",12,8,0,4,68,0,0,8,"South-west","Geographe",976.656117,"National Park Zone","II","National Park Zone (IUCN II)",15.2725206762,"1899/12/30","1899/12/30",115.377837,-33.5497577
"540","r20150527_072129_wa-gb-auv-04","PR_20150527_072422_807_AC16",4,0,0,16,80,0,0,0,"South-west","Geographe",976.656117,"Multiple Use Zone","VI","Multiple Use Zone (IUCN VI)",290.727537771,"1899/12/30","1899/12/30",115.2472679,-33.5945166
"541","r20150527_072129_wa-gb-auv-04","PR_20150527_072433_309_AC16",0,0,0,4,96,0,0,0,"South-west","Geographe",976.656117,"Multiple Use Zone","VI","Multiple Use Zone (IUCN VI)",290.727537771,"1899/12/30","1899/12/30",115.2473894,-33.5945164
"542","r20150527_072129_wa-gb-auv-04","PR_20150527_072443_811_AC16",0,0,0,4,96,0,0,0,"South-west","Geographe",976.656117,"Multiple Use Zone","VI","Multiple Use Zone (IUCN VI)",290.727537771,"1899/12/30","1899/12/30",115.2475109,-33.5945171
"543","r20150527_072129_wa-gb-auv-04","PR_20150527_072454_313_AC16",8,0,0,28,64,0,0,0,"South-west","Geographe",976.656117,"Multiple Use Zone","VI","Multiple Use Zone (IUCN VI)",290.727537771,"1899/12/30","1899/12/30",115.2476316,-33.5945191
"544","r20150527_072129_wa-gb-auv-04","PR_20150527_072504_814_AC16",0,4,0,32,64,0,0,0,"South-west","Geographe",976.656117,"Multiple Use Zone","VI","Multiple Use Zone (IUCN VI)",290.727537771,"1899/12/30","1899/12/30",115.2477495,-33.5945202
"545","r20150527_072129_wa-gb-auv-04","PR_20150527_072515_316_AC16",0,4,0,16,80,0,0,0,"South-west","Geographe",976.656117,"Multiple Use Zone","VI","Multiple Use Zone (IUCN VI)",290.727537771,"1899/12/30","1899/12/30",115.247868,-33.5945236
"546","r20150527_072129_wa-gb-auv-04","PR_20150527_072525_817_AC16",0,0,0,12,88,0,0,0,"South-west","Geographe",976.656117,"Multiple Use Zone","VI","Multiple Use Zone (IUCN VI)",290.727537771,"1899/12/30","1899/12/30",115.2479854,-33.5945256
"547","r20150527_072129_wa-gb-auv-04","PR_20150527_072536_319_AC16",8,0,0,16,76,0,0,0,"South-west","Geographe",976.656117,"Multiple Use Zone","VI","Multiple Use Zone (IUCN VI)",290.727537771,"1899/12/30","1899/12/30",115.2481016,-33.5945279
"548","r20150527_072129_wa-gb-auv-04","PR_20150527_072546_821_AC16",32,12,0,8,44,0,0,4,"South-west","Geographe",976.656117,"Multiple Use Zone","VI","Multiple Use Zone (IUCN VI)",290.727537771,"1899/12/30","1899/12/30",115.2482189,-33.5945281
"549","r20150527_072129_wa-gb-auv-04","PR_20150527_072557_323_AC16",96,0,4,0,0,0,0,0,"South-west","Geographe",976.656117,"Multiple Use Zone","VI","Multiple Use Zone (IUCN VI)",290.727537771,"1899/12/30","1899/12/30",115.2483374,-33.594529
"550","r20150527_072129_wa-gb-auv-04","PR_20150527_072607_825_AC16",88,12,0,0,0,0,0,0,"South-west","Geographe",976.656117,"Multiple Use Zone","VI","Multiple Use Zone (IUCN VI)",290.727537771,"1899/12/30","1899/12/30",115.2484597,-33.5945293
"551","r20150527_072129_wa-gb-auv-04","PR_20150527_072618_327_AC16",40,4,0,24,28,0,4,0,"South-west","Geographe",976.656117,"Multiple Use Zone","VI","Multiple Use Zone (IUCN VI)",290.727537771,"1899/12/30","1899/12/30",115.2485745,-33.5945235
"552","r20150527_072129_wa-gb-auv-04","PR_20150527_072628_830_AC16",0,4,0,36,60,0,0,0,"South-west","Geographe",976.656117,"Multiple Use Zone","VI","Multiple Use Zone (IUCN VI)",290.727537771,"1899/12/30","1899/12/30",115.2486903,-33.5945228
"553","r20150527_072129_wa-gb-auv-04","PR_20150527_072639_332_AC16",48,12,0,8,16,0,16,0,"South-west","Geographe",976.656117,"Multiple Use Zone","VI","Multiple Use Zone (IUCN VI)",290.727537771,"1899/12/30","1899/12/30",115.2488086,-33.5945261
"554","r20150527_072129_wa-gb-auv-04","PR_20150527_072649_834_AC16",68,8,4,8,0,0,12,0,"South-west","Geographe",976.656117,"Multiple Use Zone","VI","Multiple Use Zone (IUCN VI)",290.727537771,"1899/12/30","1899/12/30",115.2489263,-33.5945277
"555","r20150527_072129_wa-gb-auv-04","PR_20150527_072700_336_AC16",56,0,0,32,4,0,8,0,"South-west","Geographe",976.656117,"Multiple Use Zone","VI","Multiple Use Zone (IUCN VI)",290.727537771,"1899/12/30","1899/12/30",115.2490421,-33.5945231
"556","r20150527_072129_wa-gb-auv-04","PR_20150527_072710_837_AC16",12,0,0,84,4,0,0,0,"South-west","Geographe",976.656117,"Multiple Use Zone","VI","Multiple Use Zone (IUCN VI)",290.727537771,"1899/12/30","1899/12/30",115.2491545,-33.5945171
"557","r20150527_072129_wa-gb-auv-04","PR_20150527_072721_340_AC16",40,0,8,20,24,4,4,0,"South-west","Geographe",976.656117,"Multiple Use Zone","VI","Multiple Use Zone (IUCN VI)",290.727537771,"1899/12/30","1899/12/30",115.2492701,-33.5945172
"558","r20150527_072129_wa-gb-auv-04","PR_20150527_072731_841_AC16",48,0,0,20,16,0,16,0,"South-west","Geographe",976.656117,"Multiple Use Zone","VI","Multiple Use Zone (IUCN VI)",290.727537771,"1899/12/30","1899/12/30",115.2493896,-33.5945197
"559","r20150527_072129_wa-gb-auv-04","PR_20150527_072742_342_AC16",80,0,0,8,0,12,0,0,"South-west","Geographe",976.656117,"Multiple Use Zone","VI","Multiple Use Zone (IUCN VI)",290.727537771,"1899/12/30","1899/12/30",115.2495033,-33.5945162
"560","r20150527_072129_wa-gb-auv-04","PR_20150527_072752_843_AC16",12,0,0,28,56,0,4,0,"South-west","Geographe",976.656117,"Multiple Use Zone","VI","Multiple Use Zone (IUCN VI)",290.727537771,"1899/12/30","1899/12/30",115.2496158,-33.5945099
"561","r20150527_072129_wa-gb-auv-04","PR_20150527_072803_343_AC16",20,0,0,52,8,0,20,0,"South-west","Geographe",976.656117,"Multiple Use Zone","VI","Multiple Use Zone (IUCN VI)",290.727537771,"1899/12/30","1899/12/30",115.2497298,-33.5945046
"562","r20150527_072129_wa-gb-auv-04","PR_20150527_072813_845_AC16",32,16,0,12,16,0,24,0,"South-west","Geographe",976.656117,"Multiple Use Zone","VI","Multiple Use Zone (IUCN VI)",290.727537771,"1899/12/30","1899/12/30",115.2498471,-33.5945035
"563","r20150527_072129_wa-gb-auv-04","PR_20150527_072824_346_AC16",28,0,0,52,12,0,8,0,"South-west","Geographe",976.656117,"Multiple Use Zone","VI","Multiple Use Zone (IUCN VI)",290.727537771,"1899/12/30","1899/12/30",115.2499671,-33.5945045
"564","r20150527_072129_wa-gb-auv-04","PR_20150527_072834_847_AC16",24,0,0,52,12,0,12,0,"South-west","Geographe",976.656117,"Multiple Use Zone","VI","Multiple Use Zone (IUCN VI)",290.727537771,"1899/12/30","1899/12/30",115.2500835,-33.5945054
"565","r20150527_072129_wa-gb-auv-04","PR_20150527_072845_348_AC16",12,0,0,48,36,0,4,0,"South-west","Geographe",976.656117,"Multiple Use Zone","VI","Multiple Use Zone (IUCN VI)",290.727537771,"1899/12/30","1899/12/30",115.250202,-33.5945081
"566","r20150527_072129_wa-gb-auv-04","PR_20150527_072855_849_AC16",52,0,0,28,16,0,4,0,"South-west","Geographe",976.656117,"Multiple Use Zone","VI","Multiple Use Zone (IUCN VI)",290.727537771,"1899/12/30","1899/12/30",115.2503167,-33.5945112
"567","r20150527_072129_wa-gb-auv-04","PR_20150527_072906_350_AC16",52,8,0,20,0,0,16,4,"South-west","Geographe",976.656117,"Multiple Use Zone","VI","Multiple Use Zone (IUCN VI)",290.727537771,"1899/12/30","1899/12/30",115.2504348,-33.5945113
"568","r20150527_072129_wa-gb-auv-04","PR_20150527_072916_850_AC16",72,0,0,24,0,0,4,0,"South-west","Geographe",976.656117,"Multiple Use Zone","VI","Multiple Use Zone (IUCN VI)",290.727537771,"1899/12/30","1899/12/30",115.2505575,-33.5945125
"569","r20150527_072129_wa-gb-auv-04","PR_20150527_072927_352_AC16",20.83,4.17,0,29.17,33.33,0,12.5,0,"South-west","Geographe",976.656117,"Multiple Use Zone","VI","Multiple Use Zone (IUCN VI)",290.727537771,"1899/12/30","1899/12/30",115.2506761,-33.5945082
"570","r20150527_072129_wa-gb-auv-04","PR_20150527_072937_854_AC16",0,4,0,20,72,0,4,0,"South-west","Geographe",976.656117,"Multiple Use Zone","VI","Multiple Use Zone (IUCN VI)",290.727537771,"1899/12/30","1899/12/30",115.2507833,-33.5945062
"571","r20150527_072129_wa-gb-auv-04","PR_20150527_072948_356_AC16",4,0,0,8,88,0,0,0,"South-west","Geographe",976.656117,"Multiple Use Zone","VI","Multiple Use Zone (IUCN VI)",290.727537771,"1899/12/30","1899/12/30",115.2508761,-33.5945116
"572","r20150527_072129_wa-gb-auv-04","PR_20150527_072958_858_AC16",4,0,0,64,32,0,0,0,"South-west","Geographe",976.656117,"Multiple Use Zone","VI","Multiple Use Zone (IUCN VI)",290.727537771,"1899/12/30","1899/12/30",115.2509942,-33.5945168
"573","r20150527_072129_wa-gb-auv-04","PR_20150527_073009_360_AC16",64,0,0,8,12,0,16,0,"South-west","Geographe",976.656117,"Multiple Use Zone","VI","Multiple Use Zone (IUCN VI)",290.727537771,"1899/12/30","1899/12/30",115.2511223,-33.5945209
"574","r20150527_072129_wa-gb-auv-04","PR_20150527_073019_863_AC16",4,0,0,80,16,0,0,0,"South-west","Geographe",976.656117,"Multiple Use Zone","VI","Multiple Use Zone (IUCN VI)",290.727537771,"1899/12/30","1899/12/30",115.2512471,-33.5945254
"575","r20150527_072129_wa-gb-auv-04","PR_20150527_073030_366_AC16",20,0,0,36,36,0,4,4,"South-west","Geographe",976.656117,"Multiple Use Zone","VI","Multiple Use Zone (IUCN VI)",290.727537771,"1899/12/30","1899/12/30",115.2513701,-33.5945297
"576","r20150527_072129_wa-gb-auv-04","PR_20150527_073040_870_AC16",44,16,0,20,12,0,8,0,"South-west","Geographe",976.656117,"Multiple Use Zone","VI","Multiple Use Zone (IUCN VI)",290.727537771,"1899/12/30","1899/12/30",115.2514957,-33.5945337
"577","r20150527_072129_wa-gb-auv-04","PR_20150527_073051_373_AC16",0,0,0,4,96,0,0,0,"South-west","Geographe",976.656117,"Multiple Use Zone","VI","Multiple Use Zone (IUCN VI)",290.727537771,"1899/12/30","1899/12/30",115.2516126,-33.5945384
"578","r20150527_072129_wa-gb-auv-04","PR_20150527_073101_875_AC16",28,20,0,20,24,0,4,4,"South-west","Geographe",976.656117,"Multiple Use Zone","VI","Multiple Use Zone (IUCN VI)",290.727537771,"1899/12/30","1899/12/30",115.2517305,-33.5945417
"579","r20150527_072129_wa-gb-auv-04","PR_20150527_073112_377_AC16",28,12,24,0,20,0,8,8,"South-west","Geographe",976.656117,"Multiple Use Zone","VI","Multiple Use Zone (IUCN VI)",290.727537771,"1899/12/30","1899/12/30",115.251847,-33.594544
"580","r20150527_072129_wa-gb-auv-04","PR_20150527_073122_879_AC16",4,4,0,36,48,0,8,0,"South-west","Geographe",976.656117,"Multiple Use Zone","VI","Multiple Use Zone (IUCN VI)",290.727537771,"1899/12/30","1899/12/30",115.2519381,-33.5945459
"581","r20150527_072129_wa-gb-auv-04","PR_20150527_073133_379_AC16",16,0,0,12,60,0,12,0,"South-west","Geographe",976.656117,"Multiple Use Zone","VI","Multiple Use Zone (IUCN VI)",290.727537771,"1899/12/30","1899/12/30",115.2520577,-33.5945449
"582","r20150527_072129_wa-gb-auv-04","PR_20150527_073143_879_AC16",40,4,0,24,0,0,28,4,"South-west","Geographe",976.656117,"Multiple Use Zone","VI","Multiple Use Zone (IUCN VI)",290.727537771,"1899/12/30","1899/12/30",115.252184,-33.5945473
"583","r20150527_072129_wa-gb-auv-04","PR_20150527_073154_380_AC16",92,8,0,0,0,0,0,0,"South-west","Geographe",976.656117,"Multiple Use Zone","VI","Multiple Use Zone (IUCN VI)",290.727537771,"1899/12/30","1899/12/30",115.2523065,-33.5945466
"584","r20150527_072129_wa-gb-auv-04","PR_20150527_073204_882_AC16",56,0,0,8,4,0,12,16,"South-west","Geographe",976.656117,"Multiple Use Zone","VI","Multiple Use Zone (IUCN VI)",290.727537771,"1899/12/30","1899/12/30",115.2524287,-33.5945513
"585","r20150527_072129_wa-gb-auv-04","PR_20150527_073215_384_AC16",52,4,0,28,4,0,0,8,"South-west","Geographe",976.656117,"Multiple Use Zone","VI","Multiple Use Zone (IUCN VI)",290.727537771,"1899/12/30","1899/12/30",115.2525511,-33.5945586
"586","r20150527_072129_wa-gb-auv-04","PR_20150527_073225_886_AC16",44,0,20,4,0,0,32,0,"South-west","Geographe",976.656117,"Multiple Use Zone","VI","Multiple Use Zone (IUCN VI)",290.727537771,"1899/12/30","1899/12/30",115.2526702,-33.5945654
"587","r20150527_072129_wa-gb-auv-04","PR_20150527_073236_388_AC16",76,0,12,0,0,4,8,0,"South-west","Geographe",976.656117,"Multiple Use Zone","VI","Multiple Use Zone (IUCN VI)",290.727537771,"1899/12/30","1899/12/30",115.2527919,-33.5945714
"588","r20150527_072129_wa-gb-auv-04","PR_20150527_073246_889_AC16",84,0,0,0,0,0,16,0,"South-west","Geographe",976.656117,"Multiple Use Zone","VI","Multiple Use Zone (IUCN VI)",290.727537771,"1899/12/30","1899/12/30",115.2529158,-33.594579
"589","r20150527_072129_wa-gb-auv-04","PR_20150527_073257_390_AC16",24,0,0,16,16,0,44,0,"South-west","Geographe",976.656117,"Multiple Use Zone","VI","Multiple Use Zone (IUCN VI)",290.727537771,"1899/12/30","1899/12/30",115.2530346,-33.5945873
"590","r20150527_072129_wa-gb-auv-04","PR_20150527_073307_892_AC16",8,0,0,68,24,0,0,0,"South-west","Geographe",976.656117,"Multiple Use Zone","VI","Multiple Use Zone (IUCN VI)",290.727537771,"1899/12/30","1899/12/30",115.2531517,-33.5945907
"591","r20150527_072129_wa-gb-auv-04","PR_20150527_073318_392_AC16",4,0,0,52,44,0,0,0,"South-west","Geographe",976.656117,"Multiple Use Zone","VI","Multiple Use Zone (IUCN VI)",290.727537771,"1899/12/30","1899/12/30",115.2532657,-33.5945894
"592","r20150527_072129_wa-gb-auv-04","PR_20150527_073328_893_AC16",4,0,0,64,24,0,8,0,"South-west","Geographe",976.656117,"Multiple Use Zone","VI","Multiple Use Zone (IUCN VI)",290.727537771,"1899/12/30","1899/12/30",115.2533636,-33.5945886
"593","r20150527_072129_wa-gb-auv-04","PR_20150527_073339_395_AC16",4,0,0,88,8,0,0,0,"South-west","Geographe",976.656117,"Multiple Use Zone","VI","Multiple Use Zone (IUCN VI)",290.727537771,"1899/12/30","1899/12/30",115.2534777,-33.5945883
"594","r20150527_072129_wa-gb-auv-04","PR_20150527_073349_897_AC16",16,0,0,24,44,0,16,0,"South-west","Geographe",976.656117,"Multiple Use Zone","VI","Multiple Use Zone (IUCN VI)",290.727537771,"1899/12/30","1899/12/30",115.2536055,-33.5945866
"595","r20150527_072129_wa-gb-auv-04","PR_20150527_073400_399_AC16",16,8,0,24,52,0,0,0,"South-west","Geographe",976.656117,"Multiple Use Zone","VI","Multiple Use Zone (IUCN VI)",290.727537771,"1899/12/30","1899/12/30",115.2537304,-33.5945847
