"","total.seagrass","Turf.algae","total.sponges","other.inverts","corals","Unconsolidated","Consolidated","Macroalgae","dominant"
"1220",0,0,0,0,0,80,20,0,"Unconsolidated"
"1221",0,0,0,0,0,68.75,31.25,0,"Unconsolidated"
"1222",0,0,0,0,0,100,0,0,"Unconsolidated"
"1223",0,0,0,0,0,96,0,4,"Unconsolidated"
"1224",0,0,0,0,0,92,8,0,"Unconsolidated"
"1225",0,0,0,0,0,100,0,0,"Unconsolidated"
"1226",0,0,0,0,0,100,0,0,"Unconsolidated"
"1227",0,0,0,0,0,100,0,0,"Unconsolidated"
"1228",0,5.56,0,0,0,94.44,0,0,"Unconsolidated"
"1229",0,0,0,0,0,100,0,0,"Unconsolidated"
"1230",0,0,0,0,0,94.12,0,5.88,"Unconsolidated"
"1231",0,0,0,0,0,100,0,0,"Unconsolidated"
"1232",0,0,0,0,0,100,0,0,"Unconsolidated"
"1233",0,0,0,0,0,100,0,0,"Unconsolidated"
"1234",0,0,0,0,0,100,0,0,"Unconsolidated"
"1235",0,0,0,0,0,75,25,0,"Unconsolidated"
"1236",0,0,0,0,0,0,0,0,"total.seagrass"
"1237",0,0,0,0,0,100,0,0,"Unconsolidated"
"1238",0,0,0,0,0,100,0,0,"Unconsolidated"
"1239",0,0,0,0,0,100,0,0,"Unconsolidated"
"1240",0,0,0,0,0,100,0,0,"Unconsolidated"
"1241",0,0,0,0,0,71.43,28.57,0,"Unconsolidated"
"1242",0,0,0,0,0,92.86,7.14,0,"Unconsolidated"
"1243",0,0,0,0,0,100,0,0,"Unconsolidated"
"1244",0,0,0,0,0,90,10,0,"Unconsolidated"
"1245",0,0,0,0,0,100,0,0,"Unconsolidated"
"1246",0,0,0,0,0,82.35,17.65,0,"Unconsolidated"
"1247",0,0,0,0,0,100,0,0,"Unconsolidated"
"1248",0,0,0,0,0,86.36,13.64,0,"Unconsolidated"
"1249",0,0,0,0,0,72,28,0,"Unconsolidated"
"1250",0,0,0,0,0,100,0,0,"Unconsolidated"
"1251",0,0,0,0,0,100,0,0,"Unconsolidated"
"1252",0,0,0,0,0,47.62,14.29,0,"Unconsolidated"
"1253",0,0,0,0,0,100,0,0,"Unconsolidated"
"1254",0,0,0,0,0,100,0,0,"Unconsolidated"
"1255",12,0,0,0,0,88,0,0,"Unconsolidated"
"1256",4,0,0,0,0,96,0,0,"Unconsolidated"
"1257",8,0,0,0,0,92,0,0,"Unconsolidated"
"1258",4,0,0,0,0,92,0,4,"Unconsolidated"
"1259",8,0,0,0,0,88,4,0,"Unconsolidated"
"1260",20,0,0,0,0,76,0,4,"Unconsolidated"
"1261",32,0,0,0,0,64,0,4,"Unconsolidated"
"1262",0,0,0,0,0,100,0,0,"Unconsolidated"
"1263",0,0,0,0,0,100,0,0,"Unconsolidated"
"1264",0,0,0,0,0,92,0,8,"Unconsolidated"
"1265",0,0,0,0,0,92,0,8,"Unconsolidated"
"1266",0,0,0,0,0,84,0,16,"Unconsolidated"
"1267",0,0,0,0,0,100,0,0,"Unconsolidated"
"1268",0,0,0,0,0,92,0,8,"Unconsolidated"
"1269",0,0,0,0,0,100,0,0,"Unconsolidated"
"1270",0,0,0,0,0,100,0,0,"Unconsolidated"
"1271",0,0,0,0,0,92,0,8,"Unconsolidated"
"1272",32,0,0,0,0,68,0,0,"Unconsolidated"
"1273",40,0,0,0,0,60,0,0,"Unconsolidated"
"1274",28,0,0,0,0,72,0,0,"Unconsolidated"
"1275",36,20,0,0,0,36,0,8,"total.seagrass"
"1276",56,0,0,0,0,44,0,0,"total.seagrass"
"1277",52,0,0,0,0,48,0,0,"total.seagrass"
"1278",0,0,0,0,0,100,0,0,"Unconsolidated"
"1279",4,0,0,0,0,92,0,4,"Unconsolidated"
"1280",0,0,0,0,0,96,0,4,"Unconsolidated"
"1281",0,0,0,0,0,100,0,0,"Unconsolidated"
"1282",0,0,0,0,0,100,0,0,"Unconsolidated"
"1283",0,0,0,0,0,100,0,0,"Unconsolidated"
"1284",0,0,0,0,0,100,0,0,"Unconsolidated"
"1285",0,0,0,0,0,100,0,0,"Unconsolidated"
"1286",0,0,0,0,0,100,0,0,"Unconsolidated"
"1287",0,0,0,0,0,100,0,0,"Unconsolidated"
"1288",0,0,0,0,0,100,0,0,"Unconsolidated"
"1289",0,0,0,0,0,100,0,0,"Unconsolidated"
"1290",0,0,0,0,0,100,0,0,"Unconsolidated"
"1291",0,0,0,0,0,100,0,0,"Unconsolidated"
"1292",0,0,0,0,0,100,0,0,"Unconsolidated"
"1293",0,0,0,0,0,100,0,0,"Unconsolidated"
"1294",0,0,0,0,0,100,0,0,"Unconsolidated"
"1295",0,0,0,0,0,100,0,0,"Unconsolidated"
"1296",0,0,0,0,0,96,0,0,"Unconsolidated"
"1297",0,0,0,0,0,100,0,0,"Unconsolidated"
"1298",0,0,0,0,0,100,0,0,"Unconsolidated"
"1299",0,0,0,0,0,100,0,0,"Unconsolidated"
"1300",0,0,0,0,0,84,0,16,"Unconsolidated"
"1301",0,0,0,0,0,100,0,0,"Unconsolidated"
"1302",16,0,0,0,0,84,0,0,"Unconsolidated"
"1303",64,0,0,0,0,36,0,0,"total.seagrass"
"1304",68,0,0,0,0,32,0,0,"total.seagrass"
"1305",78.26,0,0,0,0,21.74,0,0,"total.seagrass"
"1306",52,8,0,0,0,40,0,0,"total.seagrass"
"1307",48,0,0,0,0,48,0,4,"total.seagrass"
"1308",44,0,0,0,0,56,0,0,"Unconsolidated"
"1309",12,8,0,0,0,80,0,0,"Unconsolidated"
"1310",0,0,0,0,0,100,0,0,"Unconsolidated"
"1311",0,0,0,0,0,92,0,8,"Unconsolidated"
"1312",16,0,0,0,0,68,0,16,"Unconsolidated"
"1313",68,0,0,0,0,32,0,0,"total.seagrass"
"1314",32,0,0,0,0,68,0,0,"Unconsolidated"
"1315",20,0,0,0,0,80,0,0,"Unconsolidated"
"1316",0,0,0,0,0,100,0,0,"Unconsolidated"
"1317",0,0,0,0,0,100,0,0,"Unconsolidated"
"1318",0,0,0,0,0,92,0,8,"Unconsolidated"
"1319",0,0,0,0,0,100,0,0,"Unconsolidated"
"1320",0,0,0,0,0,100,0,0,"Unconsolidated"
"1321",0,0,0,0,0,100,0,0,"Unconsolidated"
"1322",0,0,0,0,0,100,0,0,"Unconsolidated"
"1323",0,0,0,0,0,100,0,0,"Unconsolidated"
"1324",0,0,0,0,0,100,0,0,"Unconsolidated"
"1325",0,0,0,0,0,100,0,0,"Unconsolidated"
"1326",0,0,0,0,0,100,0,0,"Unconsolidated"
"1327",0,0,0,0,0,100,0,0,"Unconsolidated"
"1328",0,0,0,0,0,100,0,0,"Unconsolidated"
"1329",0,0,0,0,0,100,0,0,"Unconsolidated"
"1330",0,0,0,0,0,100,0,0,"Unconsolidated"
"1331",0,0,0,0,0,100,0,0,"Unconsolidated"
"1332",0,0,0,0,0,100,0,0,"Unconsolidated"
"1333",0,0,0,0,0,100,0,0,"Unconsolidated"
"1334",0,0,0,0,0,100,0,0,"Unconsolidated"
"1335",0,0,0,0,0,100,0,0,"Unconsolidated"
"1336",0,0,0,0,0,100,0,0,"Unconsolidated"
"1337",0,0,0,0,0,100,0,0,"Unconsolidated"
"1338",0,0,0,0,0,100,0,0,"Unconsolidated"
"1339",0,0,0,0,0,100,0,0,"Unconsolidated"
"1340",0,0,0,0,0,100,0,0,"Unconsolidated"
"1341",0,0,0,0,0,100,0,0,"Unconsolidated"
"1342",0,0,0,0,0,100,0,0,"Unconsolidated"
"1343",0,0,0,0,0,100,0,0,"Unconsolidated"
"1344",0,0,0,0,0,100,0,0,"Unconsolidated"
"1345",0,0,0,0,0,100,0,0,"Unconsolidated"
"1346",0,0,0,0,0,100,0,0,"Unconsolidated"
"1347",0,0,0,0,0,100,0,0,"Unconsolidated"
"1348",0,0,0,0,0,100,0,0,"Unconsolidated"
"1349",0,0,0,0,0,100,0,0,"Unconsolidated"
"1350",0,0,0,0,0,100,0,0,"Unconsolidated"
"1351",0,0,0,0,0,100,0,0,"Unconsolidated"
"1352",0,0,0,0,0,100,0,0,"Unconsolidated"
"1353",0,0,0,0,0,100,0,0,"Unconsolidated"
"1354",0,0,0,0,0,100,0,0,"Unconsolidated"
"1355",0,0,0,0,0,100,0,0,"Unconsolidated"
"1356",0,0,0,0,0,100,0,0,"Unconsolidated"
"1357",4,0,0,0,0,96,0,0,"Unconsolidated"
"1358",32,0,0,0,0,68,0,0,"Unconsolidated"
"1359",48,0,0,0,0,52,0,0,"Unconsolidated"
"1360",40,0,0,0,0,60,0,0,"Unconsolidated"
"1361",44,0,0,0,0,56,0,0,"Unconsolidated"
"1362",0,0,0,0,0,100,0,0,"Unconsolidated"
"1363",0,0,0,0,0,100,0,0,"Unconsolidated"
"1364",0,0,0,0,0,100,0,0,"Unconsolidated"
"1365",12,0,0,0,0,84,0,4,"Unconsolidated"
"1366",0,0,0,0,0,100,0,0,"Unconsolidated"
"1367",0,0,0,0,0,100,0,0,"Unconsolidated"
"1368",0,0,0,0,0,100,0,0,"Unconsolidated"
"1369",0,0,0,0,0,100,0,0,"Unconsolidated"
"1370",4,0,0,0,0,88,0,8,"Unconsolidated"
"1371",4,0,0,0,0,96,0,0,"Unconsolidated"
"1372",12,0,0,0,0,88,0,0,"Unconsolidated"
"1373",44,0,0,0,0,56,0,0,"Unconsolidated"
"1374",0,0,0,0,0,100,0,0,"Unconsolidated"
"1375",0,0,0,0,0,100,0,0,"Unconsolidated"
"1376",0,0,0,0,0,100,0,0,"Unconsolidated"
"1377",0,0,0,0,0,100,0,0,"Unconsolidated"
"1378",0,0,0,0,0,100,0,0,"Unconsolidated"
"1379",0,0,0,0,0,100,0,0,"Unconsolidated"
"1380",0,0,0,0,0,100,0,0,"Unconsolidated"
"1381",0,0,0,0,0,100,0,0,"Unconsolidated"
"1382",0,0,0,0,0,100,0,0,"Unconsolidated"
"1383",0,0,0,0,0,100,0,0,"Unconsolidated"
"1384",0,0,0,0,0,100,0,0,"Unconsolidated"
"1385",0,0,0,0,0,100,0,0,"Unconsolidated"
"1386",0,0,0,0,0,100,0,0,"Unconsolidated"
"1387",0,0,0,0,0,100,0,0,"Unconsolidated"
"1388",0,0,0,0,0,100,0,0,"Unconsolidated"
"1389",0,0,0,0,0,100,0,0,"Unconsolidated"
"1390",0,0,0,0,0,100,0,0,"Unconsolidated"
"1391",0,0,0,0,0,100,0,0,"Unconsolidated"
"1392",0,0,0,0,0,100,0,0,"Unconsolidated"
"1393",0,0,0,0,0,100,0,0,"Unconsolidated"
"1394",0,0,0,0,0,100,0,0,"Unconsolidated"
"1395",0,0,0,0,0,100,0,0,"Unconsolidated"
"1396",0,0,0,0,0,100,0,0,"Unconsolidated"
"1397",0,0,0,0,0,100,0,0,"Unconsolidated"
"1398",0,0,0,0,0,100,0,0,"Unconsolidated"
"1399",0,0,0,0,0,100,0,0,"Unconsolidated"
"1400",0,0,0,0,0,100,0,0,"Unconsolidated"
"1401",0,0,0,0,0,100,0,0,"Unconsolidated"
"1402",0,0,0,0,0,100,0,0,"Unconsolidated"
"1403",0,0,0,0,0,100,0,0,"Unconsolidated"
"1404",0,0,0,0,0,100,0,0,"Unconsolidated"
"1405",0,0,0,0,0,100,0,0,"Unconsolidated"
"1406",0,0,0,0,0,100,0,0,"Unconsolidated"
"1407",0,0,0,0,0,100,0,0,"Unconsolidated"
"1408",0,0,0,0,0,100,0,0,"Unconsolidated"
"1409",0,0,0,0,0,100,0,0,"Unconsolidated"
"1410",0,0,0,0,0,100,0,0,"Unconsolidated"
"1411",56,0,0,0,0,12,0,32,"total.seagrass"
"1412",96,0,0,0,0,4,0,0,"total.seagrass"
"1413",80,0,0,0,0,20,0,0,"total.seagrass"
"1414",28,0,0,0,0,28,4,40,"Macroalgae"
"1415",64,0,0,0,0,12,0,24,"total.seagrass"
"1416",92,0,0,0,0,8,0,0,"total.seagrass"
"1417",100,0,0,0,0,0,0,0,"total.seagrass"
"1418",76,0,0,0,0,16,0,8,"total.seagrass"
"1419",100,0,0,0,0,0,0,0,"total.seagrass"
"1420",100,0,0,0,0,0,0,0,"total.seagrass"
"1421",88,0,0,0,0,8,0,4,"total.seagrass"
"1422",88,0,0,0,0,8,0,4,"total.seagrass"
"1423",60,24,0,0,0,16,0,0,"total.seagrass"
"1424",84,0,0,0,0,16,0,0,"total.seagrass"
"1425",32,0,0,0,0,24,0,44,"Macroalgae"
"1426",96,0,0,0,0,4,0,0,"total.seagrass"
"1427",92,0,0,0,0,4,0,4,"total.seagrass"
"1428",68,8,0,0,0,16,0,8,"total.seagrass"
"1429",92,0,0,0,0,4,0,4,"total.seagrass"
"1430",96,0,0,0,0,4,0,0,"total.seagrass"
"1431",80,0,0,0,0,20,0,0,"total.seagrass"
"1432",96,0,0,0,0,4,0,0,"total.seagrass"
"1433",96,0,0,0,0,4,0,0,"total.seagrass"
"1434",64,20,0,0,0,16,0,0,"total.seagrass"
"1435",12,52,0,0,0,24,0,12,"Turf.algae"
"1436",88,4,0,0,0,8,0,0,"total.seagrass"
"1437",52,28,0,0,0,0,12,8,"total.seagrass"
"1438",76,4,0,0,0,16,4,0,"total.seagrass"
"1439",92,0,0,0,0,8,0,0,"total.seagrass"
"1440",84,0,0,0,0,12,0,4,"total.seagrass"
"1441",72,0,4,0,0,12,0,12,"total.seagrass"
"1442",48,20,0,0,0,12,0,20,"total.seagrass"
"1443",88,0,0,0,0,8,0,4,"total.seagrass"
"1444",32,32,4,0,0,4,0,28,"total.seagrass"
"1445",88,0,0,0,0,12,0,0,"total.seagrass"
"1446",60,16,0,0,0,4,0,20,"total.seagrass"
"1447",56,12,0,0,0,12,0,20,"total.seagrass"
"1448",24,48,0,0,0,8,0,20,"Turf.algae"
"1449",88,4,0,0,0,8,0,0,"total.seagrass"
"1450",24,44,0,0,0,16,0,16,"Turf.algae"
"1451",0,52,0,0,0,20,0,28,"Turf.algae"
"1452",0,84,0,0,0,4,0,12,"Turf.algae"
"1453",44,20,0,0,0,4,0,32,"total.seagrass"
"1454",0,28,0,0,0,24,0,48,"Macroalgae"
"1455",24,4,0,0,0,16,4,52,"Macroalgae"
"1456",92,0,0,0,0,8,0,0,"total.seagrass"
"1457",68,20,0,0,0,12,0,0,"total.seagrass"
"1458",72,0,0,0,0,12,4,12,"total.seagrass"
"1459",60,0,0,0,0,4,12,24,"total.seagrass"
"1460",84,0,0,0,0,16,0,0,"total.seagrass"
"1461",88,0,0,0,0,12,0,0,"total.seagrass"
"1462",88,0,0,0,0,4,0,8,"total.seagrass"
"1463",92,0,0,0,0,8,0,0,"total.seagrass"
"1464",56,0,0,0,0,28,8,8,"total.seagrass"
"1465",88,0,0,0,0,12,0,0,"total.seagrass"
"1466",92,0,0,0,0,8,0,0,"total.seagrass"
"1467",68,0,0,0,0,20,4,8,"total.seagrass"
"1468",56,0,0,0,0,24,0,20,"total.seagrass"
"1469",52,0,0,0,0,28,0,20,"total.seagrass"
"1470",60,0,0,0,0,36,0,4,"total.seagrass"
"1471",36,0,0,0,0,28,0,36,"total.seagrass"
"1472",92,0,0,0,0,8,0,0,"total.seagrass"
"1473",88,4,0,0,0,8,0,0,"total.seagrass"
"1474",84,0,0,0,0,16,0,0,"total.seagrass"
"1475",52,0,0,0,0,28,4,16,"total.seagrass"
"1476",76,4,0,0,0,20,0,0,"total.seagrass"
"1477",72,4,0,0,0,24,0,0,"total.seagrass"
"1478",100,0,0,0,0,0,0,0,"total.seagrass"
"1479",96,0,0,0,0,4,0,0,"total.seagrass"
"1480",64,0,0,0,0,36,0,0,"total.seagrass"
"1481",44,0,0,0,0,36,12,8,"total.seagrass"
"1482",68.18,0,0,0,0,27.27,4.55,0,"total.seagrass"
"1483",60,0,0,0,0,24,12,4,"total.seagrass"
"1484",92,0,0,0,0,8,0,0,"total.seagrass"
"1485",72,0,0,0,0,24,0,4,"total.seagrass"
"1486",52,0,0,0,0,24,4,20,"total.seagrass"
"1487",56,0,0,0,0,32,0,12,"total.seagrass"
"1488",40,8,0,0,0,36,4,12,"total.seagrass"
"1489",40,4,0,0,0,32,8,16,"total.seagrass"
"1490",92,0,0,0,0,4,0,4,"total.seagrass"
"1491",84,0,0,0,0,16,0,0,"total.seagrass"
"1492",80,0,0,0,0,12,8,0,"total.seagrass"
"1493",92,0,0,0,0,0,0,8,"total.seagrass"
"1494",72,0,0,0,0,28,0,0,"total.seagrass"
"1495",84,0,0,0,0,16,0,0,"total.seagrass"
"1496",100,0,0,0,0,0,0,0,"total.seagrass"
"1497",100,0,0,0,0,0,0,0,"total.seagrass"
"1498",100,0,0,0,0,0,0,0,"total.seagrass"
"1499",96,0,0,0,0,4,0,0,"total.seagrass"
"1500",96,0,0,0,0,0,4,0,"total.seagrass"
"1501",88,0,0,0,0,12,0,0,"total.seagrass"
"1502",92,0,0,0,0,0,0,8,"total.seagrass"
"1503",100,0,0,0,0,0,0,0,"total.seagrass"
"1504",24,44,0,0,0,32,0,0,"Turf.algae"
"1505",60,0,0,0,0,4,8,28,"total.seagrass"
"1506",84,4,0,0,0,0,0,12,"total.seagrass"
"1507",52,20,0,0,0,28,0,0,"total.seagrass"
"1508",60,0,0,0,0,12,0,28,"total.seagrass"
"1509",80,8,0,0,0,12,0,0,"total.seagrass"
"1510",92,0,0,0,0,4,4,0,"total.seagrass"
"1511",64,36,0,0,0,0,0,0,"total.seagrass"
"1512",100,0,0,0,0,0,0,0,"total.seagrass"
"1513",96,0,0,0,0,4,0,0,"total.seagrass"
"1514",100,0,0,0,0,0,0,0,"total.seagrass"
"1515",72,0,0,0,0,12,4,12,"total.seagrass"
"1516",100,0,0,0,0,0,0,0,"total.seagrass"
"1517",96,0,0,0,0,0,0,4,"total.seagrass"
"1518",96,0,0,0,0,4,0,0,"total.seagrass"
"1519",96,0,0,0,0,4,0,0,"total.seagrass"
"1520",100,0,0,0,0,0,0,0,"total.seagrass"
"1521",0,0,0,0,0,100,0,0,"Unconsolidated"
"1522",0,0,0,0,0,100,0,0,"Unconsolidated"
"1523",0,0,0,0,0,100,0,0,"Unconsolidated"
"1524",0,0,0,0,0,100,0,0,"Unconsolidated"
"1525",0,0,0,0,0,100,0,0,"Unconsolidated"
"1526",0,0,0,0,0,100,0,0,"Unconsolidated"
"1527",0,0,0,0,0,100,0,0,"Unconsolidated"
"1528",0,0,0,0,0,100,0,0,"Unconsolidated"
"1529",0,0,0,0,0,100,0,0,"Unconsolidated"
"1530",0,0,0,0,0,100,0,0,"Unconsolidated"
"1531",0,0,0,0,0,100,0,0,"Unconsolidated"
"1532",0,0,0,0,0,100,0,0,"Unconsolidated"
"1533",0,0,0,0,0,100,0,0,"Unconsolidated"
"1534",0,0,0,0,0,100,0,0,"Unconsolidated"
"1535",0,0,0,0,0,100,0,0,"Unconsolidated"
"1536",0,0,0,0,0,100,0,0,"Unconsolidated"
"1537",0,0,0,0,0,100,0,0,"Unconsolidated"
"1538",0,0,0,0,0,100,0,0,"Unconsolidated"
"1539",0,0,0,0,0,100,0,0,"Unconsolidated"
"1540",0,0,0,0,0,100,0,0,"Unconsolidated"
"1541",0,0,0,0,0,100,0,0,"Unconsolidated"
"1542",0,0,0,0,0,100,0,0,"Unconsolidated"
"1543",0,0,0,0,0,100,0,0,"Unconsolidated"
"1544",0,0,0,0,0,100,0,0,"Unconsolidated"
"1545",0,0,0,0,0,100,0,0,"Unconsolidated"
"1546",0,0,0,0,0,100,0,0,"Unconsolidated"
"1547",0,0,0,0,0,100,0,0,"Unconsolidated"
"1548",0,0,0,0,0,100,0,0,"Unconsolidated"
"1549",0,0,0,0,0,96,0,4,"Unconsolidated"
"1550",0,0,0,0,0,100,0,0,"Unconsolidated"
"1551",0,0,0,0,0,100,0,0,"Unconsolidated"
"1552",0,0,0,0,0,100,0,0,"Unconsolidated"
"1553",0,0,0,0,0,100,0,0,"Unconsolidated"
"1554",0,0,0,0,0,100,0,0,"Unconsolidated"
"1555",0,0,0,0,0,100,0,0,"Unconsolidated"
"1556",0,0,0,0,0,100,0,0,"Unconsolidated"
"1557",0,0,0,0,0,100,0,0,"Unconsolidated"
"1558",0,0,0,0,0,100,0,0,"Unconsolidated"
"1559",0,0,0,0,0,100,0,0,"Unconsolidated"
"1560",0,0,0,0,0,100,0,0,"Unconsolidated"
"1561",0,0,0,0,0,100,0,0,"Unconsolidated"
"1562",0,0,0,0,0,100,0,0,"Unconsolidated"
"1563",0,0,0,0,0,100,0,0,"Unconsolidated"
"1564",0,0,0,0,0,100,0,0,"Unconsolidated"
"1565",0,0,0,0,0,100,0,0,"Unconsolidated"
"1566",0,0,0,0,0,100,0,0,"Unconsolidated"
"1567",0,0,0,0,0,100,0,0,"Unconsolidated"
"1568",0,0,0,0,0,100,0,0,"Unconsolidated"
"1569",0,0,0,0,0,100,0,0,"Unconsolidated"
"1570",0,0,0,0,0,100,0,0,"Unconsolidated"
"1571",0,0,0,0,0,100,0,0,"Unconsolidated"
"1572",0,0,0,0,0,100,0,0,"Unconsolidated"
"1573",0,0,0,0,0,100,0,0,"Unconsolidated"
"1574",0,0,0,0,0,100,0,0,"Unconsolidated"
"1575",0,0,0,0,0,100,0,0,"Unconsolidated"
"1576",0,0,0,0,0,100,0,0,"Unconsolidated"
"1577",0,0,0,0,0,100,0,0,"Unconsolidated"
"1578",0,0,0,0,0,100,0,0,"Unconsolidated"
"1579",0,0,0,0,0,100,0,0,"Unconsolidated"
"1580",0,0,0,0,0,100,0,0,"Unconsolidated"
"1581",0,0,0,0,0,100,0,0,"Unconsolidated"
"1582",0,0,0,0,0,100,0,0,"Unconsolidated"
"1583",0,0,0,0,0,100,0,0,"Unconsolidated"
"1584",0,0,0,0,0,100,0,0,"Unconsolidated"
"1585",0,0,0,0,0,100,0,0,"Unconsolidated"
"1586",0,0,0,0,0,100,0,0,"Unconsolidated"
"1587",0,0,0,0,0,100,0,0,"Unconsolidated"
"1588",0,0,0,0,0,100,0,0,"Unconsolidated"
"1589",0,0,0,0,0,100,0,0,"Unconsolidated"
"1590",0,0,0,0,0,100,0,0,"Unconsolidated"
"1591",0,0,0,0,0,100,0,0,"Unconsolidated"
"1592",0,0,0,0,0,100,0,0,"Unconsolidated"
"1593",0,0,0,0,0,100,0,0,"Unconsolidated"
"1594",0,0,0,0,0,100,0,0,"Unconsolidated"
"1595",0,0,0,0,0,100,0,0,"Unconsolidated"
"1596",0,0,0,0,0,100,0,0,"Unconsolidated"
"1597",0,0,0,0,0,100,0,0,"Unconsolidated"
"1598",0,0,0,0,0,100,0,0,"Unconsolidated"
"1599",0,0,0,0,0,100,0,0,"Unconsolidated"
"1600",0,0,0,0,0,100,0,0,"Unconsolidated"
"1601",0,0,0,0,0,100,0,0,"Unconsolidated"
"1602",0,0,0,0,0,100,0,0,"Unconsolidated"
"1603",0,0,0,0,0,100,0,0,"Unconsolidated"
"1604",0,0,0,0,0,100,0,0,"Unconsolidated"
"1605",0,0,0,0,0,100,0,0,"Unconsolidated"
"1606",0,0,0,0,0,100,0,0,"Unconsolidated"
"1607",0,0,0,0,0,100,0,0,"Unconsolidated"
"1608",0,0,0,0,0,100,0,0,"Unconsolidated"
"1609",0,0,0,0,0,100,0,0,"Unconsolidated"
"1610",0,0,0,0,0,100,0,0,"Unconsolidated"
"1611",0,0,0,0,0,100,0,0,"Unconsolidated"
"1612",0,0,0,0,0,100,0,0,"Unconsolidated"
"1613",0,0,0,0,0,100,0,0,"Unconsolidated"
"1614",0,0,0,0,0,100,0,0,"Unconsolidated"
"1615",0,0,0,0,0,100,0,0,"Unconsolidated"
"1616",0,0,0,0,0,100,0,0,"Unconsolidated"
"1617",0,0,0,0,0,100,0,0,"Unconsolidated"
"1618",0,0,0,0,0,100,0,0,"Unconsolidated"
"1619",0,0,0,0,0,100,0,0,"Unconsolidated"
"1620",0,0,0,0,0,100,0,0,"Unconsolidated"
"1621",0,0,0,0,0,100,0,0,"Unconsolidated"
"1622",0,0,0,0,0,100,0,0,"Unconsolidated"
"1623",0,0,0,0,0,100,0,0,"Unconsolidated"
"1624",0,0,0,0,0,100,0,0,"Unconsolidated"
"1625",0,0,0,0,0,100,0,0,"Unconsolidated"
"1626",0,0,0,0,0,100,0,0,"Unconsolidated"
"1627",0,0,0,0,0,100,0,0,"Unconsolidated"
"1628",0,0,0,0,0,100,0,0,"Unconsolidated"
"1629",0,0,0,0,0,100,0,0,"Unconsolidated"
"1630",0,0,0,0,0,100,0,0,"Unconsolidated"
"1631",0,0,0,0,0,100,0,0,"Unconsolidated"
"1632",0,0,0,0,0,100,0,0,"Unconsolidated"
"1633",0,0,0,0,0,100,0,0,"Unconsolidated"
"1634",0,0,0,0,0,100,0,0,"Unconsolidated"
"1635",0,0,0,0,0,100,0,0,"Unconsolidated"
"1636",0,0,0,0,0,100,0,0,"Unconsolidated"
"1637",0,0,0,0,0,100,0,0,"Unconsolidated"
"1638",0,0,0,0,0,100,0,0,"Unconsolidated"
"1639",0,0,0,0,0,100,0,0,"Unconsolidated"
"1640",0,4,0,0,0,96,0,0,"Unconsolidated"
"1641",0,0,0,0,0,100,0,0,"Unconsolidated"
"1642",0,0,0,0,0,100,0,0,"Unconsolidated"
"1643",0,0,0,0,0,100,0,0,"Unconsolidated"
"1644",0,0,0,0,0,100,0,0,"Unconsolidated"
"1645",0,0,0,0,0,100,0,0,"Unconsolidated"
"1646",0,0,0,0,0,100,0,0,"Unconsolidated"
"1647",0,0,0,0,0,100,0,0,"Unconsolidated"
"1648",0,0,0,0,0,100,0,0,"Unconsolidated"
"1649",0,0,0,0,0,100,0,0,"Unconsolidated"
"1650",0,0,0,0,0,100,0,0,"Unconsolidated"
"1651",0,0,0,0,0,100,0,0,"Unconsolidated"
"1652",0,0,0,0,0,100,0,0,"Unconsolidated"
"1653",0,0,0,0,0,100,0,0,"Unconsolidated"
"1654",0,0,0,0,0,100,0,0,"Unconsolidated"
"1655",0,0,0,0,0,100,0,0,"Unconsolidated"
"1656",0,0,0,0,0,100,0,0,"Unconsolidated"
"1657",0,0,0,0,0,100,0,0,"Unconsolidated"
"1658",0,0,0,0,0,92,0,8,"Unconsolidated"
"1659",0,0,0,0,0,100,0,0,"Unconsolidated"
"1660",0,0,0,0,0,100,0,0,"Unconsolidated"
"1661",0,0,0,0,0,100,0,0,"Unconsolidated"
"1662",0,8,0,0,0,92,0,0,"Unconsolidated"
"1663",0,0,0,0,0,100,0,0,"Unconsolidated"
"1664",0,0,0,0,0,100,0,0,"Unconsolidated"
"1665",0,0,0,0,0,100,0,0,"Unconsolidated"
"1666",0,0,0,0,0,100,0,0,"Unconsolidated"
"1667",0,0,0,0,0,100,0,0,"Unconsolidated"
"1668",0,0,0,0,0,100,0,0,"Unconsolidated"
"1669",0,0,0,0,0,100,0,0,"Unconsolidated"
"1670",0,0,0,0,0,100,0,0,"Unconsolidated"
"1671",0,0,0,0,0,100,0,0,"Unconsolidated"
"1672",0,0,0,0,0,100,0,0,"Unconsolidated"
"1673",0,0,0,0,0,100,0,0,"Unconsolidated"
"1674",0,0,0,0,0,100,0,0,"Unconsolidated"
"1675",0,0,0,0,0,100,0,0,"Unconsolidated"
"1676",0,0,0,0,0,100,0,0,"Unconsolidated"
"1677",0,0,0,0,0,100,0,0,"Unconsolidated"
"1678",0,0,0,0,0,100,0,0,"Unconsolidated"
"1679",0,0,0,0,0,100,0,0,"Unconsolidated"
"1680",0,0,0,0,0,100,0,0,"Unconsolidated"
"1681",0,0,0,0,0,100,0,0,"Unconsolidated"
"1682",0,0,0,0,0,100,0,0,"Unconsolidated"
"1683",0,0,0,0,0,100,0,0,"Unconsolidated"
"1684",0,0,0,0,0,100,0,0,"Unconsolidated"
"1685",0,0,0,0,0,100,0,0,"Unconsolidated"
"1686",0,0,0,0,0,100,0,0,"Unconsolidated"
